ball_1,ball_2,ball_3,ball_4,ball_5,win_times
5,18,24,29,30,1
5,18,28,29,30,1
5,24,28,29,30,1
7,16,21,29,42,1
5,9,23,29,32,1
2,9,23,29,32,1
2,5,23,29,32,1
2,5,9,29,32,1
2,5,9,23,32,1
2,5,9,23,29,1
12,14,21,26,32,1
3,12,21,26,32,1
3,12,14,26,32,1
3,12,14,21,32,1
3,12,14,21,26,1
3,24,29,36,38,1
2,24,29,36,38,1
2,3,29,36,38,1
2,3,24,36,38,1
2,3,24,29,38,1
2,3,24,29,36,1
7,16,21,29,34,1
7,16,21,34,42,1
1,14,16,19,31,1
7,16,29,34,42,1
6,9,15,21,39,1
6,9,15,19,39,1
6,9,15,19,21,1
10,28,33,34,37,1
2,28,33,34,37,1
2,10,33,34,37,1
2,10,28,34,37,1
2,10,28,33,37,1
2,10,28,33,34,1
6,14,25,31,33,1
1,14,25,31,33,1
1,6,25,31,33,1
1,6,14,31,33,1
1,6,14,25,33,1
1,6,14,25,31,1
16,21,29,34,42,1
7,21,29,34,42,1
5,14,16,19,31,1
1,5,16,19,31,1
18,24,28,29,30,1
2,4,20,23,37,1
2,17,21,35,41,1
2,8,21,35,41,1
2,8,17,35,41,1
2,8,17,21,41,1
2,8,17,21,35,1
18,23,32,34,40,1
3,23,32,34,40,1
3,18,32,34,40,1
3,18,23,34,40,1
3,18,23,32,40,1
3,18,23,32,34,1
12,13,28,32,39,1
9,13,28,32,39,1
9,12,28,32,39,1
9,12,13,32,39,1
9,12,13,28,39,1
9,12,13,28,32,1
8,17,21,35,41,1
2,4,20,23,41,1
1,5,14,19,31,1
2,4,20,37,41,1
1,5,14,16,31,1
1,5,14,16,19,1
8,15,21,22,27,1
3,15,21,22,27,1
3,8,21,22,27,1
3,8,15,22,27,1
3,8,15,21,27,1
3,8,15,21,22,1
9,12,22,27,30,1
3,12,22,27,30,1
3,9,22,27,30,1
3,9,12,27,30,1
3,9,12,22,30,1
3,9,12,22,27,1
4,20,23,37,41,1
2,20,23,37,41,1
2,4,23,37,41,1
1,11,12,18,30,1
1,3,11,18,30,1
6,15,19,21,39,1
1,3,8,21,33,1
3,7,25,35,36,1
3,7,25,34,36,1
3,7,25,34,35,1
3,8,21,33,42,1
1,8,21,33,42,1
1,3,21,33,42,1
1,3,8,33,42,1
1,3,8,21,42,1
8,18,19,21,38,1
1,3,11,12,30,1
3,18,19,21,38,1
3,8,19,21,38,1
3,8,18,21,38,1
3,8,18,19,38,1
3,8,18,19,21,1
15,24,25,28,40,1
6,24,25,28,40,1
6,15,25,28,40,1
3,7,34,35,36,1
3,25,34,35,36,1
7,25,34,35,36,1
5,14,16,25,31,1
2,9,11,38,40,1
20,23,28,35,41,1
3,23,28,35,41,1
3,20,28,35,41,1
3,20,23,35,41,1
3,20,23,28,41,1
3,20,23,28,35,1
16,17,18,26,37,1
4,17,18,26,37,1
4,16,18,26,37,1
4,16,17,26,37,1
4,16,17,18,37,1
4,16,17,18,26,1
14,16,25,31,39,1
5,16,25,31,39,1
5,14,25,31,39,1
5,14,16,31,39,1
6,15,24,28,40,1
6,15,24,25,40,1
6,15,24,25,28,1
1,5,17,22,31,1
1,5,17,21,22,1
15,18,20,25,32,1
5,18,20,25,32,1
5,15,20,25,32,1
5,15,18,25,32,1
5,15,18,20,32,1
5,15,18,20,25,1
22,24,26,27,35,1
16,24,26,27,35,1
16,22,26,27,35,1
16,22,24,27,35,1
16,22,24,26,35,1
16,22,24,26,27,1
6,14,15,25,34,1
5,14,15,25,34,1
5,6,15,25,34,1
5,6,14,25,34,1
1,5,17,21,31,1
1,5,21,22,31,1
14,17,33,35,40,1
1,17,21,22,31,1
8,17,33,35,40,1
8,14,33,35,40,1
8,14,17,35,40,1
8,14,17,33,40,1
8,14,17,33,35,1
12,18,21,26,34,1
11,18,21,26,34,1
11,12,21,26,34,1
11,12,18,26,34,1
11,12,18,21,34,1
9,31,33,35,36,1
7,31,33,35,36,1
7,9,33,35,36,1
7,9,31,35,36,1
7,9,31,33,36,1
7,9,31,33,35,1
5,17,21,22,31,1
2,9,11,38,41,1
2,9,11,40,41,1
2,9,38,40,41,1
5,9,16,21,29,1
1,5,16,21,29,1
1,5,9,21,29,1
1,5,9,16,29,1
1,5,9,16,21,1
7,8,15,16,42,1
4,8,15,16,42,1
4,7,15,16,42,1
4,7,8,16,42,1
4,7,8,15,42,1
4,7,8,15,16,1
5,20,25,37,42,1
1,20,25,37,42,1
1,5,25,37,42,1
1,5,20,37,42,1
1,5,20,25,42,1
1,5,20,25,37,1
8,14,22,27,33,1
1,9,16,21,29,1
10,14,18,20,32,1
3,8,22,27,33,1
10,14,18,20,39,1
1,3,11,12,18,1
11,14,21,31,39,1
5,14,21,31,39,1
5,11,21,31,39,1
5,11,14,31,39,1
5,11,14,21,39,1
5,11,14,21,31,1
13,21,22,27,42,1
7,21,22,27,42,1
7,13,22,27,42,1
7,13,21,27,42,1
7,13,21,22,42,1
7,13,21,22,27,1
14,18,20,32,39,1
10,18,20,32,39,1
10,14,20,32,39,1
10,14,18,32,39,1
3,14,22,27,33,1
3,8,14,27,33,1
2,11,38,40,41,1
9,17,19,28,30,1
2,9,19,28,30,1
2,9,17,28,30,1
2,9,17,19,30,1
2,9,17,19,28,1
10,30,31,35,36,1
4,30,31,35,36,1
4,10,31,35,36,1
4,10,30,35,36,1
4,10,30,31,36,1
4,10,30,31,35,1
3,17,20,32,40,1
1,17,20,32,40,1
1,3,20,32,40,1
1,3,17,32,40,1
1,3,17,20,40,1
1,3,17,20,32,1
9,11,38,40,41,1
2,17,19,28,30,1
3,12,17,27,29,1
3,8,14,22,33,1
3,12,17,27,33,1
3,8,14,22,27,1
11,14,24,26,42,1
3,14,24,26,42,1
3,11,24,26,42,1
3,11,14,26,42,1
3,11,14,24,42,1
3,11,14,24,26,1
3,18,19,29,32,1
2,18,19,29,32,1
2,3,19,29,32,1
2,3,18,29,32,1
2,3,18,19,32,1
2,3,18,19,29,1
12,17,27,29,33,1
3,17,27,29,33,1
3,12,27,29,33,1
3,12,17,29,33,1
6,9,19,21,39,1
9,15,19,21,39,1
9,17,28,30,42,1
14,15,27,30,41,1
12,20,30,36,42,1
12,20,30,36,40,1
15,28,29,35,37,1
14,28,29,35,37,1
14,15,29,35,37,1
14,15,28,35,37,1
14,15,28,29,37,1
14,15,28,29,35,1
10,15,27,30,41,1
5,8,16,32,38,1
10,14,27,30,41,1
10,14,15,30,41,1
10,14,15,27,41,1
10,14,15,27,30,1
5,17,28,33,35,1
4,17,28,33,35,1
4,5,28,33,35,1
4,5,17,33,35,1
12,20,30,40,42,1
12,20,36,40,42,1
12,30,36,40,42,1
20,30,36,40,42,1
9,20,21,24,27,1
9,12,21,24,27,1
9,12,20,24,27,1
9,12,20,21,27,1
9,12,20,21,24,1
14,22,23,27,40,1
4,22,23,27,40,1
4,14,23,27,40,1
4,14,22,27,40,1
4,14,22,23,40,1
4,14,22,23,27,1
3,10,14,17,42,1
2,10,14,17,42,1
2,3,14,17,42,1
2,3,10,17,42,1
2,3,10,14,42,1
2,3,10,14,17,1
4,5,17,28,35,1
4,5,17,28,33,1
6,9,16,25,30,1
5,8,9,36,41,1
5,8,9,16,36,1
3,23,33,36,42,1
2,23,33,36,42,1
2,3,33,36,42,1
2,3,23,36,42,1
2,3,23,33,42,1
2,3,23,33,36,1
7,13,18,20,24,1
2,13,18,20,24,1
2,7,18,20,24,1
2,7,13,20,24,1
2,7,13,18,24,1
2,7,13,18,20,1
8,16,32,38,42,1
5,16,32,38,42,1
5,8,32,38,42,1
5,8,16,38,42,1
5,8,9,16,41,1
5,8,16,36,41,1
4,9,16,25,30,1
5,9,16,36,41,1
4,6,16,25,30,1
4,6,9,25,30,1
4,6,9,16,30,1
4,6,9,16,25,1
11,25,34,39,42,1
3,25,34,39,42,1
3,11,34,39,42,1
3,11,25,39,42,1
3,11,25,34,42,1
3,11,25,34,39,1
16,18,26,33,36,1
11,18,26,33,36,1
11,16,26,33,36,1
11,16,18,33,36,1
11,16,18,26,36,1
11,16,18,26,33,1
8,9,16,36,41,1
12,20,21,24,27,1
13,18,30,33,38,1
13,18,30,33,40,1
2,5,27,34,39,1
2,5,25,27,39,1
2,5,25,27,34,1
25,26,27,30,38,1
8,26,27,30,38,1
8,25,27,30,38,1
8,25,26,30,38,1
8,25,26,27,38,1
8,25,26,27,30,1
18,26,32,36,41,1
2,26,32,36,41,1
2,18,32,36,41,1
2,18,26,36,41,1
2,18,26,32,41,1
2,18,26,32,36,1
8,9,15,35,42,1
4,9,15,35,42,1
4,8,15,35,42,1
2,5,25,34,39,1
2,25,27,34,39,1
4,8,9,15,42,1
5,25,27,34,39,1
1,17,28,30,42,1
1,9,28,30,42,1
1,9,17,30,42,1
1,9,17,28,42,1
1,9,17,28,30,1
14,17,18,22,34,1
13,17,18,22,34,1
13,14,18,22,34,1
13,14,17,22,34,1
13,14,17,18,34,1
13,14,17,18,22,1
11,17,18,27,32,1
8,17,18,27,32,1
8,11,18,27,32,1
8,11,17,27,32,1
8,11,17,18,32,1
8,11,17,18,27,1
4,8,9,35,42,1
4,8,9,15,35,1
13,18,30,38,40,1
5,19,23,26,41,1
5,19,22,23,41,1
5,19,22,23,26,1
8,20,29,31,42,1
5,20,29,31,42,1
5,8,29,31,42,1
5,8,20,31,42,1
5,8,20,29,42,1
5,8,20,29,31,1
28,34,35,39,42,1
21,34,35,39,42,1
21,28,35,39,42,1
21,28,34,39,42,1
21,28,34,35,42,1
21,28,34,35,39,1
18,30,33,38,40,1
13,30,33,38,40,1
13,18,33,38,40,1
5,19,22,26,41,1
5,22,23,26,41,1
9,22,24,35,40,1
19,22,23,26,41,1
1,22,24,35,40,1
1,9,24,35,40,1
1,9,22,35,40,1
1,9,22,24,40,1
1,9,22,24,35,1
12,21,26,38,42,1
4,21,26,38,42,1
4,12,26,38,42,1
4,12,21,38,42,1
4,12,21,26,42,1
4,12,21,26,38,1
9,11,15,19,32,1
8,11,15,19,32,1
8,9,15,19,32,1
8,9,11,19,32,1
8,9,11,15,32,1
8,9,11,15,19,1
5,8,16,32,42,1
9,18,32,33,37,1
1,13,14,24,35,1
9,13,14,25,42,1
9,10,16,17,35,1
16,17,18,24,27,1
13,17,18,24,27,1
13,16,18,24,27,1
13,16,17,24,27,1
13,16,17,18,27,1
13,16,17,18,24,1
12,13,14,25,42,1
9,12,14,25,42,1
1,18,32,33,37,1
9,12,13,25,42,1
9,12,13,14,42,1
9,12,13,14,25,1
13,16,17,37,41,1
9,16,17,37,41,1
9,13,17,37,41,1
9,13,16,37,41,1
9,13,16,17,41,1
9,10,16,17,38,1
9,10,16,35,38,1
9,10,17,35,38,1
9,16,17,35,38,1
5,15,38,40,41,1
5,15,23,40,41,1
5,15,23,38,41,1
5,15,23,38,40,1
11,18,25,34,38,1
9,18,25,34,38,1
9,11,25,34,38,1
9,11,18,34,38,1
9,11,18,25,38,1
9,11,18,25,34,1
13,15,17,20,34,1
4,15,17,20,34,1
4,13,17,20,34,1
4,13,15,20,34,1
4,13,15,17,34,1
4,13,15,17,20,1
10,16,17,35,38,1
9,13,16,17,37,1
12,22,26,40,41,1
11,22,26,40,41,1
4,10,15,18,28,1
28,30,34,35,42,1
7,30,34,35,42,1
7,28,34,35,42,1
7,28,30,35,42,1
7,28,30,34,42,1
7,28,30,34,35,1
25,34,37,41,42,1
18,34,37,41,42,1
18,25,37,41,42,1
18,25,34,41,42,1
18,25,34,37,42,1
18,25,34,37,41,1
13,14,24,35,41,1
1,14,24,35,41,1
1,13,24,35,41,1
1,13,14,35,41,1
1,13,14,24,41,1
4,10,15,18,21,1
4,10,15,21,28,1
11,12,26,40,41,1
4,10,18,21,28,1
11,12,22,40,41,1
11,12,22,26,41,1
11,12,22,26,40,1
10,14,22,24,36,1
2,14,22,24,36,1
2,10,22,24,36,1
2,10,14,24,36,1
2,10,14,22,36,1
2,10,14,22,24,1
6,7,19,25,33,1
4,7,19,25,33,1
4,6,19,25,33,1
4,6,7,25,33,1
4,6,7,19,33,1
4,6,7,19,25,1
10,15,18,21,28,1
4,15,18,21,28,1
5,23,38,40,41,1
15,23,38,40,41,1
10,13,17,22,29,1
5,14,19,27,29,1
5,14,19,23,27,1
17,20,21,30,36,1
1,20,21,30,36,1
1,17,21,30,36,1
1,17,20,30,36,1
1,17,20,21,36,1
1,17,20,21,30,1
14,20,29,34,35,1
7,20,29,34,35,1
7,14,29,34,35,1
7,14,20,34,35,1
7,14,20,29,35,1
7,14,20,29,34,1
14,23,24,30,42,1
5,23,24,30,42,1
5,14,24,30,42,1
5,14,23,30,42,1
5,14,19,23,29,1
5,14,23,27,29,1
5,14,23,24,30,1
5,19,23,27,29,1
1,9,32,33,37,1
1,9,18,33,37,1
1,9,18,32,37,1
1,9,18,32,33,1
24,30,31,34,41,1
4,30,31,34,41,1
4,24,31,34,41,1
4,24,30,34,41,1
4,24,30,31,41,1
4,24,30,31,34,1
10,16,18,23,33,1
3,16,18,23,33,1
3,10,18,23,33,1
3,10,16,23,33,1
3,10,16,18,33,1
3,10,16,18,23,1
14,19,23,27,29,1
5,14,23,24,42,1
16,17,24,35,41,1
10,13,17,22,32,1
7,18,21,29,30,1
7,18,21,28,29,1
13,16,22,36,38,1
8,16,22,36,38,1
8,13,22,36,38,1
8,13,16,36,38,1
8,13,16,22,38,1
8,13,16,22,36,1
7,10,11,14,27,1
5,10,11,14,27,1
5,7,11,14,27,1
5,7,10,14,27,1
5,7,10,11,27,1
5,7,10,11,14,1
13,17,22,29,32,1
10,17,22,29,32,1
10,13,22,29,32,1
10,13,17,29,32,1
7,18,21,28,30,1
7,18,28,29,30,1
11,17,24,35,41,1
7,21,28,29,30,1
11,16,24,35,41,1
11,16,17,35,41,1
11,16,17,24,41,1
11,16,17,24,35,1
8,11,19,25,32,1
4,11,19,25,32,1
4,8,19,25,32,1
4,8,11,25,32,1
4,8,11,19,32,1
4,8,11,19,25,1
15,19,27,30,34,1
3,19,27,30,34,1
3,15,27,30,34,1
3,15,19,30,34,1
3,15,19,27,34,1
3,15,19,27,30,1
18,21,28,29,30,1
2,14,16,36,41,1
2,16,21,36,41,1
15,24,25,27,33,1
3,7,9,14,41,1
20,25,31,35,38,1
20,25,30,35,38,1
20,25,30,31,38,1
20,25,30,31,35,1
7,9,14,18,41,1
3,9,14,18,41,1
3,7,14,18,41,1
3,7,9,18,41,1
3,7,9,14,18,1
22,25,31,33,39,1
27,29,30,37,39,1
8,29,30,37,39,1
8,27,30,37,39,1
8,27,29,37,39,1
8,27,29,30,37,1
6,18,20,25,41,1
2,18,20,25,41,1
2,6,20,25,41,1
20,30,31,35,38,1
25,30,31,35,38,1
4,29,33,34,36,1
4,29,33,34,39,1
9,16,20,28,30,1
18,34,37,38,39,1
8,34,37,38,39,1
8,18,37,38,39,1
8,18,34,38,39,1
8,18,34,37,39,1
8,18,34,37,38,1
5,8,17,19,26,1
3,8,17,19,26,1
3,5,17,19,26,1
3,5,8,19,26,1
3,5,8,17,26,1
3,5,8,17,19,1
29,33,34,36,39,1
4,33,34,36,39,1
4,29,34,36,39,1
4,29,33,36,39,1
2,6,18,25,41,1
2,6,18,20,41,1
2,6,18,20,25,1
5,13,25,33,35,1
5,13,20,25,35,1
5,13,20,25,33,1
9,16,20,22,37,1
7,16,20,22,37,1
7,9,20,22,37,1
7,9,16,22,37,1
7,9,16,20,37,1
7,9,16,20,22,1
13,15,20,27,28,1
11,15,20,27,28,1
11,13,20,27,28,1
11,13,15,27,28,1
11,13,15,20,28,1
11,13,15,20,27,1
25,31,33,38,39,1
22,31,33,38,39,1
22,25,33,38,39,1
5,13,20,33,35,1
5,20,25,33,35,1
10,13,21,23,25,1
13,20,25,33,35,1
8,13,21,23,25,1
8,10,21,23,25,1
8,10,13,23,25,1
8,10,13,21,25,1
8,10,13,21,23,1
17,24,31,37,38,1
7,24,31,37,38,1
7,17,31,37,38,1
7,17,24,37,38,1
7,17,24,31,38,1
7,17,24,31,37,1
2,7,12,24,39,1
1,7,12,24,39,1
1,2,12,24,39,1
1,2,7,24,39,1
1,2,7,12,39,1
1,2,7,12,24,1
9,16,20,28,33,1
9,16,20,30,33,1
9,16,28,30,33,1
26,28,31,33,37,1
11,26,31,33,37,1
11,26,28,33,37,1
11,26,28,31,37,1
11,26,28,31,33,1
13,14,15,16,31,1
11,14,15,16,31,1
11,13,15,16,31,1
11,13,14,16,31,1
11,13,14,15,31,1
11,13,14,15,16,1
3,4,6,8,22,1
2,4,6,8,22,1
2,3,6,8,22,1
2,3,4,8,22,1
2,3,4,6,22,1
2,3,4,6,8,1
9,12,21,24,26,1
11,28,31,33,37,1
5,12,19,24,27,1
7,9,21,24,26,1
5,12,19,24,32,1
5,17,18,22,23,1
29,34,38,41,42,1
6,34,38,41,42,1
6,29,38,41,42,1
6,29,34,41,42,1
6,29,34,38,42,1
6,29,34,38,41,1
16,25,36,38,41,1
15,25,36,38,41,1
15,16,36,38,41,1
15,16,25,38,41,1
15,16,25,36,41,1
15,16,25,36,38,1
12,19,24,27,32,1
5,19,24,27,32,1
5,12,24,27,32,1
5,12,19,27,32,1
7,12,21,24,26,1
7,9,12,24,26,1
9,20,28,30,33,1
17,24,30,35,37,1
4,17,30,35,37,1
4,17,24,35,37,1
4,17,24,30,37,1
4,17,24,30,35,1
21,24,26,29,30,1
13,24,26,29,30,1
13,21,26,29,30,1
13,21,24,29,30,1
13,21,24,26,30,1
13,21,24,26,29,1
13,14,22,26,33,1
12,14,22,26,33,1
12,13,22,26,33,1
12,13,14,26,33,1
12,13,14,22,33,1
12,13,14,22,26,1
16,20,28,30,33,1
4,24,30,35,37,1
2,6,10,19,27,1
7,9,12,21,26,1
2,6,10,19,33,1
7,9,12,21,24,1
10,14,15,33,34,1
3,14,15,33,34,1
3,10,15,33,34,1
3,10,14,33,34,1
3,10,14,15,34,1
3,10,14,15,33,1
28,37,38,39,42,1
17,37,38,39,42,1
17,28,38,39,42,1
17,28,37,39,42,1
17,28,37,38,42,1
17,28,37,38,39,1
6,10,19,27,33,1
2,10,19,27,33,1
2,6,19,27,33,1
2,6,10,27,33,1
22,25,31,38,39,1
22,25,31,33,38,1
5,17,18,23,24,1
17,28,30,36,38,1
2,17,21,24,30,1
3,9,14,27,28,1
1,9,14,27,28,1
1,3,14,27,28,1
1,3,9,27,28,1
1,3,9,14,28,1
1,3,9,14,27,1
21,28,30,36,38,1
17,21,30,36,38,1
6,9,14,18,27,1
17,21,28,36,38,1
17,21,28,30,38,1
17,21,28,30,36,1
5,18,30,34,42,1
4,18,30,34,42,1
4,5,30,34,42,1
4,5,18,34,42,1
4,5,18,30,42,1
2,17,21,24,32,1
2,17,21,30,32,1
2,17,24,30,32,1
2,21,24,30,32,1
1,12,20,23,42,1
1,9,20,23,42,1
1,9,12,23,42,1
1,9,12,20,42,1
1,9,12,20,23,1
7,8,9,23,30,1
1,8,9,23,30,1
1,7,9,23,30,1
1,7,8,23,30,1
1,7,8,9,23,1
5,8,11,29,31,1
3,8,11,29,31,1
3,5,11,29,31,1
3,5,8,29,31,1
3,5,8,11,31,1
3,5,8,11,29,1
17,21,24,30,32,1
4,5,18,30,34,1
27,33,34,35,41,1
10,33,34,35,41,1
25,26,28,31,42,1
16,18,33,36,38,1
2,18,33,36,38,1
2,16,33,36,38,1
2,16,18,36,38,1
2,16,18,33,38,1
2,16,18,33,36,1
9,27,28,35,40,1
1,27,28,35,40,1
1,9,28,35,40,1
1,9,27,35,40,1
1,9,27,28,40,1
1,9,27,28,35,1
9,14,15,33,35,1
5,14,15,33,35,1
5,9,15,33,35,1
5,9,14,33,35,1
5,9,14,15,35,1
25,26,28,31,39,1
25,26,28,39,42,1
10,27,34,35,41,1
25,26,31,39,42,1
10,27,33,35,41,1
10,27,33,34,41,1
10,27,33,34,35,1
9,13,19,22,36,1
1,13,19,22,36,1
1,9,19,22,36,1
1,9,13,22,36,1
1,9,13,19,36,1
1,9,13,19,22,1
7,21,28,31,41,1
2,21,28,31,41,1
2,7,28,31,41,1
2,7,21,31,41,1
2,7,21,28,41,1
2,7,21,28,31,1
26,28,31,39,42,1
25,28,31,39,42,1
9,12,20,23,42,1
2,11,13,22,27,1
2,11,13,22,36,1
10,14,33,35,39,1
10,14,24,33,39,1
10,14,24,33,35,1
15,19,27,29,35,1
10,19,27,29,35,1
10,15,27,29,35,1
10,15,19,29,35,1
10,15,19,27,35,1
10,15,19,27,29,1
5,7,12,36,40,1
1,7,12,36,40,1
1,5,12,36,40,1
1,5,7,36,40,1
1,5,7,12,40,1
1,5,7,12,36,1
12,22,27,33,41,1
9,22,27,33,41,1
9,12,27,33,41,1
10,14,24,35,39,1
10,24,33,35,39,1
9,12,22,27,41,1
14,24,33,35,39,1
3,9,14,18,27,1
3,6,14,18,27,1
3,6,9,18,27,1
3,6,9,14,27,1
3,6,9,14,18,1
8,32,36,39,40,1
3,32,36,39,40,1
3,8,36,39,40,1
3,8,32,39,40,1
3,8,32,36,40,1
3,8,32,36,39,1
6,11,27,33,35,1
2,11,27,33,35,1
2,6,27,33,35,1
2,6,11,33,35,1
2,6,11,27,35,1
2,6,11,27,33,1
9,12,22,33,41,1
9,12,22,27,33,1
2,11,13,27,36,1
10,23,28,36,38,1
10,23,26,28,38,1
10,23,26,28,36,1
6,8,28,35,41,1
5,8,28,35,41,1
5,6,28,35,41,1
5,6,8,35,41,1
5,6,8,28,41,1
5,6,8,28,35,1
6,28,34,35,42,1
1,28,34,35,42,1
1,6,34,35,42,1
1,6,28,35,42,1
1,6,28,34,42,1
1,6,28,34,35,1
11,13,22,27,36,1
2,13,22,27,36,1
2,11,22,27,36,1
10,23,26,36,38,1
10,26,28,36,38,1
27,33,34,37,41,1
23,26,28,36,38,1
15,33,34,37,41,1
15,27,34,37,41,1
15,27,33,37,41,1
15,27,33,34,41,1
15,27,33,34,37,1
19,25,30,33,41,1
3,25,30,33,41,1
3,19,30,33,41,1
3,19,25,33,41,1
3,19,25,30,41,1
3,19,25,30,33,1
11,12,18,27,30,1
2,12,18,27,30,1
2,11,18,27,30,1
2,11,12,27,30,1
2,11,12,18,30,1
2,11,12,18,27,1
5,17,18,22,24,1
5,17,22,23,24,1
17,25,29,32,34,1
2,12,32,34,36,1
8,12,16,31,40,1
8,12,16,31,38,1
21,23,24,25,38,1
14,23,24,25,38,1
14,21,24,25,38,1
14,21,23,25,38,1
14,21,23,24,38,1
14,21,23,24,25,1
1,12,32,34,36,1
5,9,13,28,38,1
1,2,32,34,36,1
1,2,12,34,36,1
1,2,12,32,36,1
1,2,12,32,34,1
16,23,25,37,41,1
12,23,25,37,41,1
12,16,25,37,41,1
12,16,23,37,41,1
8,12,16,38,40,1
8,12,31,38,40,1
8,16,31,38,40,1
12,16,31,38,40,1
2,25,28,32,33,1
2,19,28,32,33,1
2,19,25,32,33,1
2,19,25,28,33,1
2,19,25,28,32,1
11,13,18,19,24,1
6,13,18,19,24,1
6,11,18,19,24,1
6,11,13,19,24,1
6,11,13,18,24,1
6,11,13,18,19,1
16,19,28,29,34,1
8,19,28,29,34,1
8,16,28,29,34,1
8,16,19,29,34,1
8,16,19,28,34,1
8,16,19,28,29,1
12,16,23,25,41,1
12,16,23,25,37,1
12,19,28,33,38,1
1,5,12,16,38,1
5,6,8,17,29,1
4,6,8,17,29,1
4,5,8,17,29,1
4,5,6,17,29,1
4,5,6,8,29,1
4,5,6,8,17,1
11,15,23,25,34,1
1,15,23,25,34,1
1,11,23,25,34,1
1,11,15,25,34,1
1,11,15,23,34,1
1,11,15,23,25,1
11,12,22,26,33,1
6,12,22,26,33,1
6,11,22,26,33,1
6,11,12,26,33,1
6,11,12,22,33,1
1,5,12,16,27,1
1,5,12,27,38,1
8,19,28,33,38,1
1,5,16,27,38,1
8,12,28,33,38,1
8,12,19,33,38,1
8,12,19,28,38,1
8,12,19,28,33,1
12,19,29,39,40,1
4,19,29,39,40,1
4,12,29,39,40,1
4,12,19,39,40,1
4,12,19,29,40,1
4,12,19,29,39,1
25,27,29,34,41,1
20,27,29,34,41,1
20,25,27,34,41,1
20,25,27,29,41,1
20,25,27,29,34,1
5,12,16,27,38,1
1,12,16,27,38,1
19,25,28,32,33,1
10,14,17,35,37,1
10,14,17,35,39,1
1,17,21,22,39,1
1,17,20,21,39,1
1,17,20,21,22,1
12,18,33,39,40,1
7,18,33,39,40,1
7,12,33,39,40,1
7,12,18,39,40,1
7,12,18,33,40,1
7,12,18,33,39,1
15,16,27,31,42,1
4,16,27,31,42,1
4,15,27,31,42,1
4,15,16,31,42,1
4,15,16,27,42,1
4,15,16,27,31,1
10,25,30,31,35,1
1,25,30,31,35,1
1,10,30,31,35,1
1,17,20,22,39,1
1,20,21,22,39,1
1,10,25,30,35,1
17,20,21,22,39,1
7,24,25,27,33,1
7,15,25,27,33,1
7,15,24,27,33,1
7,15,24,25,33,1
7,15,24,25,27,1
7,8,9,20,33,1
5,6,14,15,34,1
4,7,9,20,33,1
4,7,8,20,33,1
4,7,8,9,33,1
4,7,8,9,20,1
18,24,27,29,39,1
6,24,27,29,39,1
6,18,27,29,39,1
6,18,24,29,39,1
6,18,24,27,39,1
6,18,24,27,29,1
1,10,25,31,35,1
1,10,25,30,31,1
10,14,17,37,39,1
1,12,35,36,39,1
1,12,34,35,39,1
1,12,34,35,36,1
8,23,33,34,41,1
6,23,33,34,41,1
6,8,33,34,41,1
6,8,23,34,41,1
6,8,23,33,41,1
6,8,23,33,34,1
4,7,14,31,37,1
3,7,14,31,37,1
3,4,14,31,37,1
3,4,7,31,37,1
3,4,7,14,37,1
3,4,7,14,31,1
14,17,35,37,39,1
10,17,35,37,39,1
10,14,35,37,39,1
1,12,34,36,39,1
1,34,35,36,39,1
19,24,29,34,37,1
12,34,35,36,39,1
11,24,29,34,37,1
11,19,29,34,37,1
11,19,24,34,37,1
11,19,24,29,37,1
11,19,24,29,34,1
18,31,33,38,41,1
16,31,33,38,41,1
16,18,33,38,41,1
16,18,31,38,41,1
16,18,31,33,41,1
16,18,31,33,38,1
8,14,31,37,38,1
2,14,31,37,38,1
2,8,31,37,38,1
2,8,14,37,38,1
2,8,14,31,38,1
2,8,14,31,37,1
6,11,12,22,26,1
4,9,13,28,38,1
5,18,22,23,24,1
2,3,11,15,28,1
18,32,37,38,41,1
18,20,37,38,41,1
18,20,32,38,41,1
18,20,32,37,41,1
18,20,32,37,38,1
3,11,14,15,28,1
2,11,14,15,28,1
2,3,14,15,28,1
2,3,11,14,28,1
4,5,13,28,38,1
2,3,11,14,15,1
4,14,21,22,36,1
2,14,21,22,36,1
2,4,21,22,36,1
2,4,14,22,36,1
2,4,14,21,36,1
2,4,14,21,22,1
10,11,12,20,42,1
20,32,37,38,41,1
1,12,22,33,34,1
1,12,22,33,38,1
1,12,22,34,38,1
16,20,22,26,34,1
16,20,22,26,31,1
6,13,28,34,37,1
3,13,28,34,37,1
3,6,28,34,37,1
3,6,13,34,37,1
3,6,13,28,37,1
3,6,13,28,34,1
11,13,16,22,33,1
6,13,16,22,33,1
6,11,16,22,33,1
6,11,13,22,33,1
6,11,13,16,33,1
6,11,13,16,22,1
12,22,33,34,38,1
1,22,33,34,38,1
1,12,33,34,38,1
1,11,12,20,42,1
1,10,12,20,42,1
1,10,11,20,42,1
24,26,33,35,41,1
17,24,33,35,41,1
17,24,26,35,41,1
17,24,26,33,41,1
17,24,26,33,35,1
5,15,26,27,32,1
4,15,26,27,32,1
4,5,26,27,32,1
4,5,15,27,32,1
4,5,15,26,32,1
4,5,15,26,27,1
10,19,33,34,38,1
6,19,33,34,38,1
6,10,33,34,38,1
6,10,19,34,38,1
6,10,19,33,38,1
6,10,19,33,34,1
17,18,22,23,24,1
17,26,33,35,41,1
7,9,16,27,39,1
