ball_1,ball_2,ball_3,ball_4,ball_5,win_times
7,18,24,31,34,1
4,9,10,14,15,1
11,29,30,36,39,1
7,29,30,36,39,1
3,7,19,21,41,1
9,11,15,24,25,1
2,11,15,24,25,1
2,9,15,24,25,1
2,9,11,24,25,1
2,9,11,15,25,1
2,9,11,15,24,1
18,20,31,33,37,1
13,20,31,33,37,1
13,18,31,33,37,1
13,18,20,33,37,1
13,18,20,31,37,1
13,18,20,31,33,1
14,20,27,28,42,1
12,20,27,28,42,1
12,14,27,28,42,1
12,14,20,28,42,1
12,14,20,27,42,1
3,7,19,21,36,1
3,7,19,36,41,1
7,11,30,36,39,1
3,7,21,36,41,1
7,11,29,36,39,1
7,11,29,30,39,1
7,11,29,30,36,1
22,23,26,30,41,1
2,23,26,30,41,1
2,22,26,30,41,1
2,22,23,30,41,1
2,22,23,26,41,1
2,22,23,26,30,1
12,19,21,22,40,1
6,19,21,22,40,1
6,12,21,22,40,1
6,12,19,22,40,1
6,12,19,21,40,1
6,12,19,21,22,1
7,19,21,36,41,1
3,19,21,36,41,1
2,25,28,38,40,1
2,11,25,38,40,1
2,6,29,37,40,1
7,14,21,30,35,1
1,5,13,28,31,1
1,5,13,28,29,1
11,14,21,26,27,1
4,14,21,26,27,1
4,11,21,26,27,1
4,11,14,26,27,1
4,11,14,21,27,1
4,11,14,21,26,1
6,14,21,30,35,1
11,20,27,28,30,1
6,7,21,30,35,1
6,7,14,30,35,1
6,7,14,21,35,1
6,7,14,21,30,1
6,11,13,23,33,1
2,11,13,23,33,1
2,6,13,23,33,1
2,6,11,23,33,1
1,5,13,29,31,1
1,5,28,29,31,1
1,13,28,29,31,1
5,13,28,29,31,1
1,16,26,38,42,1
1,2,26,38,42,1
1,2,16,38,42,1
1,2,16,26,42,1
1,2,16,26,38,1
15,17,20,25,34,1
2,17,20,25,34,1
2,15,20,25,34,1
2,15,17,25,34,1
2,15,17,20,34,1
2,15,17,20,25,1
15,24,29,36,39,1
9,24,29,36,39,1
9,15,29,36,39,1
9,15,24,36,39,1
9,15,24,29,39,1
9,15,24,29,36,1
2,6,11,13,33,1
2,6,11,13,23,1
12,14,16,30,36,1
12,19,27,33,38,1
12,19,27,31,33,1
3,9,14,26,37,1
2,9,14,26,37,1
2,3,14,26,37,1
2,3,9,26,37,1
2,3,9,14,37,1
2,3,9,14,26,1
10,12,21,36,42,1
5,12,21,36,42,1
5,10,21,36,42,1
5,10,12,36,42,1
5,10,12,21,42,1
5,10,12,21,36,1
6,29,37,38,40,1
2,29,37,38,40,1
2,6,37,38,40,1
2,6,29,38,40,1
12,19,27,31,38,1
12,19,31,33,38,1
3,14,16,30,36,1
12,27,31,33,38,1
3,12,16,30,36,1
3,12,14,30,36,1
3,12,14,16,36,1
3,12,14,16,30,1
11,18,25,30,40,1
3,18,25,30,40,1
3,11,25,30,40,1
3,11,18,30,40,1
3,11,18,25,40,1
3,11,18,25,30,1
24,30,35,36,39,1
23,30,35,36,39,1
23,24,35,36,39,1
23,24,30,36,39,1
23,24,30,35,39,1
23,24,30,35,36,1
19,27,31,33,38,1
2,16,26,38,42,1
11,20,27,28,37,1
2,11,25,28,40,1
1,4,12,20,35,1
1,2,14,16,22,1
1,2,12,16,22,1
1,2,12,14,22,1
1,2,12,14,16,1
4,12,20,23,35,1
1,12,20,23,35,1
1,4,20,23,35,1
1,4,12,23,35,1
1,4,12,20,23,1
11,20,27,30,37,1
20,28,30,36,38,1
12,28,30,36,38,1
12,20,30,36,38,1
12,20,28,36,38,1
12,20,28,30,38,1
12,20,28,30,36,1
14,22,36,37,42,1
4,22,36,37,42,1
1,12,14,16,22,1
2,12,14,16,22,1
1,8,14,21,37,1
1,8,14,21,42,1
2,11,25,28,38,1
21,23,27,36,37,1
19,23,27,36,37,1
19,21,27,36,37,1
19,21,23,36,37,1
19,21,23,27,37,1
19,21,23,27,36,1
19,23,26,27,38,1
8,23,26,27,38,1
8,19,26,27,38,1
8,19,23,27,38,1
8,19,23,26,38,1
8,19,23,26,27,1
8,14,21,37,42,1
1,14,21,37,42,1
1,8,21,37,42,1
1,8,14,37,42,1
4,14,36,37,42,1
4,14,22,37,42,1
4,14,22,36,42,1
3,6,11,16,17,1
3,4,6,16,17,1
3,4,6,11,17,1
3,4,6,11,16,1
10,15,31,38,40,1
8,15,31,38,40,1
8,10,31,38,40,1
8,10,15,38,40,1
8,10,15,31,40,1
13,14,20,21,23,1
10,14,20,21,23,1
10,13,20,21,23,1
10,13,14,21,23,1
10,13,14,20,23,1
10,13,14,20,21,1
20,27,28,30,37,1
11,27,28,30,37,1
11,20,28,30,37,1
3,4,11,16,17,1
4,6,11,16,17,1
4,14,22,36,37,1
8,19,22,36,40,1
9,17,27,35,38,1
2,17,27,35,38,1
2,9,27,35,38,1
2,9,17,35,38,1
2,9,17,27,38,1
2,9,17,27,35,1
23,29,30,36,39,1
5,29,30,36,39,1
5,23,30,36,39,1
5,23,29,36,39,1
5,23,29,30,39,1
5,23,29,30,36,1
19,22,36,40,41,1
8,22,36,40,41,1
8,19,36,40,41,1
8,19,22,40,41,1
8,19,22,36,41,1
1,4,22,23,36,1
16,19,22,25,29,1
4,16,22,23,36,1
23,38,31,1,22,1
20,10,6,14,19,1
20,18,6,14,19,1
20,18,10,14,19,1
20,18,10,6,19,1
20,18,10,6,14,1
38,31,3,1,22,1
23,31,3,1,22,1
23,38,3,1,22,1
23,38,31,3,22,1
17,20,21,11,9,1
23,38,31,3,1,1
19,12,17,4,15,1
1,12,17,4,15,1
1,19,17,4,15,1
1,19,12,4,15,1
1,19,12,17,15,1
1,19,12,17,4,1
35,34,41,9,13,1
18,10,6,14,19,1
41,13,16,27,26,1
41,13,16,27,11,1
41,13,16,26,11,1
17,20,33,21,9,1
17,20,33,21,11,1
32,38,5,27,30,1
20,38,5,27,30,1
20,32,5,27,30,1
20,32,38,27,30,1
20,32,38,5,30,1
20,32,38,5,27,1
16,35,28,2,7,1
3,35,28,2,7,1
3,16,28,2,7,1
3,16,35,2,7,1
3,16,35,28,7,1
3,16,35,28,2,1
13,16,27,26,11,1
41,16,27,26,11,1
41,13,27,26,11,1
3,34,41,9,13,1
3,35,41,9,13,1
3,35,34,9,13,1
13,23,2,35,3,1
22,13,2,35,3,1
22,13,23,35,3,1
22,13,23,2,3,1
22,13,23,2,35,1
1,35,7,38,3,1
24,35,7,38,3,1
24,1,7,38,3,1
24,1,35,38,3,1
24,1,35,7,3,1
24,1,35,7,38,1
16,24,22,30,23,1
27,24,22,30,23,1
27,16,22,30,23,1
27,16,24,30,23,1
27,16,24,22,23,1
27,16,24,22,30,1
38,27,7,12,25,1
22,23,2,35,3,1
4,36,8,42,32,1
3,35,34,41,13,1
4,36,8,42,21,1
3,35,34,41,9,1
39,35,18,32,38,1
31,35,18,32,38,1
31,39,18,32,38,1
31,39,35,32,38,1
31,39,35,18,38,1
31,39,35,18,32,1
42,38,6,10,35,1
31,38,6,10,35,1
31,42,6,10,35,1
31,42,38,10,35,1
31,42,38,6,35,1
31,42,38,6,10,1
36,8,42,32,21,1
4,8,42,32,21,1
4,36,42,32,21,1
4,36,8,32,21,1
17,20,33,11,9,1
17,33,21,11,9,1
1,7,23,29,42,1
33,2,37,15,26,1
9,18,28,7,16,1
22,18,28,7,16,1
22,9,28,7,16,1
22,9,18,7,16,1
22,9,18,28,16,1
22,9,18,28,7,1
2,9,37,15,26,1
33,9,37,15,26,1
33,2,9,15,26,1
20,33,21,11,9,1
33,2,9,37,26,1
33,2,9,37,15,1
38,41,34,18,21,1
33,41,34,18,21,1
33,38,34,18,21,1
33,38,41,18,21,1
33,38,41,34,21,1
33,38,41,34,18,1
23,38,19,35,13,1
23,38,19,35,10,1
23,38,19,13,10,1
23,38,35,13,10,1
8,15,21,9,30,1
8,15,21,18,30,1
8,15,21,18,9,1
13,41,34,4,29,1
16,41,34,4,29,1
16,13,34,4,29,1
16,13,41,4,29,1
16,13,41,34,29,1
16,13,41,34,4,1
15,40,31,29,21,1
32,40,31,29,21,1
32,15,31,29,21,1
32,15,40,29,21,1
32,15,40,31,21,1
32,15,40,31,29,1
38,19,35,13,10,1
23,19,35,13,10,1
1,38,4,14,32,1
42,38,4,14,32,1
42,1,4,14,32,1
37,3,25,20,38,1
10,40,3,25,33,1
10,2,3,25,33,1
10,2,40,25,33,1
10,2,40,3,33,1
10,2,40,3,25,1
31,13,41,20,36,1
6,13,41,20,36,1
6,31,41,20,36,1
6,31,13,20,36,1
6,31,13,41,36,1
6,31,13,41,20,1
39,7,23,14,38,1
19,7,23,14,38,1
19,39,23,14,38,1
19,39,7,14,38,1
19,39,7,23,38,1
19,39,7,23,14,1
2,40,3,25,33,1
37,3,25,20,18,1
42,1,38,14,32,1
37,3,25,38,18,1
42,1,38,4,32,1
42,1,38,4,14,1
22,30,38,8,13,1
20,30,38,8,13,1
20,22,38,8,13,1
20,22,30,8,13,1
20,22,30,38,13,1
20,22,30,38,8,1
4,22,29,42,2,1
35,22,29,42,2,1
35,4,29,42,2,1
35,4,22,42,2,1
35,4,22,29,2,1
35,4,22,29,42,1
3,25,20,38,18,1
37,25,20,38,18,1
37,3,20,38,18,1
34,27,7,12,25,1
34,38,7,12,25,1
34,38,27,12,25,1
7,14,22,23,37,1
1,10,11,27,28,1
1,10,11,19,28,1
1,10,11,19,27,1
14,22,23,37,41,1
7,22,23,37,41,1
7,14,23,37,41,1
7,14,22,37,41,1
7,14,22,23,41,1
4,18,19,24,30,1
34,38,27,7,25,1
1,18,19,24,30,1
1,4,19,24,30,1
1,4,18,24,30,1
1,4,18,19,30,1
1,4,18,19,24,1
11,18,24,29,42,1
1,18,24,29,42,1
1,11,24,29,42,1
1,10,19,27,28,1
1,11,19,27,28,1
10,11,19,27,28,1
8,11,14,15,21,1
7,22,24,38,41,1
5,22,24,38,41,1
5,7,24,38,41,1
5,7,22,38,41,1
5,7,22,24,41,1
5,7,22,24,38,1
24,28,31,32,36,1
13,28,31,32,36,1
13,24,31,32,36,1
13,24,28,32,36,1
13,24,28,31,36,1
13,24,28,31,32,1
11,14,15,21,40,1
8,14,15,21,40,1
8,11,15,21,40,1
8,11,14,21,40,1
8,11,14,15,40,1
1,11,18,29,42,1
1,11,18,24,42,1
1,11,18,24,29,1
16,19,34,35,37,1
16,19,29,34,37,1
16,19,29,34,35,1
10,14,21,29,36,1
3,14,21,29,36,1
3,10,21,29,36,1
3,10,14,29,36,1
3,10,14,21,36,1
3,10,14,21,29,1
11,24,25,33,36,1
6,24,25,33,36,1
6,11,25,33,36,1
6,11,24,33,36,1
6,11,24,25,36,1
6,11,24,25,33,1
7,23,29,31,42,1
1,23,29,31,42,1
1,7,29,31,42,1
16,19,29,35,37,1
16,29,34,35,37,1
10,12,30,35,36,1
19,29,34,35,37,1
7,12,30,35,36,1
7,10,30,35,36,1
7,10,12,35,36,1
7,10,12,30,36,1
7,10,12,30,35,1
14,15,32,34,38,1
9,15,32,34,38,1
9,14,32,34,38,1
9,14,15,34,38,1
9,14,15,32,38,1
9,14,15,32,34,1
22,30,34,35,38,1
17,30,34,35,38,1
17,22,34,35,38,1
17,22,30,35,38,1
17,22,30,34,38,1
17,22,30,34,35,1
3,5,8,13,23,1
3,5,8,13,34,1
3,5,8,23,34,1
40,15,10,3,6,1
18,40,10,3,6,1
18,40,15,3,6,1
18,40,15,10,6,1
18,40,15,10,3,1
26,36,2,18,17,1
39,36,2,18,17,1
39,26,2,18,17,1
39,26,36,18,17,1
39,26,36,2,17,1
39,26,36,2,18,1
23,15,38,29,21,1
20,15,38,29,21,1
20,23,38,29,21,1
20,23,15,29,21,1
20,23,15,38,21,1
20,23,15,38,29,1
4,23,14,36,20,1
18,15,10,3,6,1
21,4,41,33,19,1
29,4,14,36,20,1
21,4,41,33,40,1
34,38,27,7,12,1
42,22,30,13,25,1
21,22,30,13,25,1
21,42,30,13,25,1
21,42,22,13,25,1
21,42,22,30,25,1
21,42,22,30,13,1
34,13,38,37,23,1
10,13,38,37,23,1
10,34,38,37,23,1
10,34,13,37,23,1
10,34,13,38,23,1
10,34,13,38,37,1
4,41,33,19,40,1
21,41,33,19,40,1
21,4,33,19,40,1
21,4,41,19,40,1
29,23,14,36,20,1
29,4,23,36,20,1
3,5,13,23,34,1
16,18,20,37,39,1
15,16,20,37,39,1
15,16,18,37,39,1
15,16,18,20,37,1
11,18,20,39,41,1
5,18,20,39,41,1
5,11,20,39,41,1
5,11,18,39,41,1
5,11,18,20,41,1
5,11,18,20,39,1
11,27,29,31,34,1
10,27,29,31,34,1
10,11,29,31,34,1
10,11,27,31,34,1
10,11,27,29,34,1
10,11,27,29,31,1
5,8,13,23,34,1
3,8,13,23,34,1
15,18,20,37,39,1
2,3,8,11,19,1
29,4,23,14,20,1
2,3,8,11,34,1
29,4,23,14,36,1
32,13,20,27,37,1
14,13,20,27,37,1
14,32,20,27,37,1
14,32,13,27,37,1
14,32,13,20,37,1
14,32,13,20,27,1
6,25,39,22,10,1
35,25,39,22,10,1
35,6,39,22,10,1
35,6,25,22,10,1
35,6,25,39,10,1
35,6,25,39,22,1
3,8,11,19,34,1
2,8,11,19,34,1
2,3,11,19,34,1
2,3,8,19,34,1
8,15,18,9,30,1
8,21,18,9,30,1
15,21,18,9,30,1
1,34,17,31,12,1
9,11,3,36,24,1
9,11,3,36,37,1
33,27,41,14,32,1
31,27,41,14,32,1
31,33,41,14,32,1
31,33,27,14,32,1
31,33,27,41,32,1
31,33,27,41,14,1
16,34,17,31,12,1
9,42,31,17,4,1
16,1,17,31,12,1
16,1,34,31,12,1
16,1,34,17,12,1
16,1,34,17,31,1
32,29,22,3,8,1
10,29,22,3,8,1
10,32,22,3,8,1
10,32,29,3,8,1
9,11,3,37,24,1
9,11,36,37,24,1
9,3,36,37,24,1
11,3,36,37,24,1
28,6,14,2,41,1
28,33,14,2,41,1
28,33,6,2,41,1
28,33,6,14,41,1
28,33,6,14,2,1
29,24,4,28,32,1
21,24,4,28,32,1
21,29,4,28,32,1
21,29,24,28,32,1
21,29,24,4,32,1
21,29,24,4,28,1
13,37,42,32,25,1
22,37,42,32,25,1
22,13,42,32,25,1
22,13,37,32,25,1
22,13,37,42,25,1
22,13,37,42,32,1
10,32,29,22,8,1
10,32,29,22,3,1
24,19,36,37,1,1
28,3,16,31,7,1
28,3,16,1,31,1
12,39,30,15,36,1
23,39,30,15,36,1
23,12,30,15,36,1
23,12,39,15,36,1
23,12,39,30,36,1
23,12,39,30,15,1
39,20,25,40,32,1
4,20,25,40,32,1
4,39,25,40,32,1
4,39,20,40,32,1
4,39,20,25,32,1
4,39,20,25,40,1
42,31,17,4,38,1
9,31,17,4,38,1
9,42,17,4,38,1
9,42,31,4,38,1
28,3,16,1,7,1
28,3,1,31,7,1
5,19,36,37,1,1
28,16,1,31,7,1
5,24,36,37,1,1
5,24,19,37,1,1
5,24,19,36,1,1
5,24,19,36,37,1
6,16,25,36,28,1
39,16,25,36,28,1
39,6,25,36,28,1
39,6,16,36,28,1
39,6,16,25,28,1
39,6,16,25,36,1
2,32,26,17,37,1
10,32,26,17,37,1
10,2,26,17,37,1
10,2,32,17,37,1
10,2,32,26,37,1
10,2,32,26,17,1
3,16,1,31,7,1
33,6,14,2,41,1
7,5,30,16,25,1
7,5,30,16,3,1
38,22,8,3,40,1
38,22,35,8,40,1
38,22,35,8,3,1
31,13,15,6,38,1
11,13,15,6,38,1
11,31,15,6,38,1
11,31,13,6,38,1
11,31,13,15,38,1
11,31,13,15,6,1
24,33,40,3,1,1
10,33,40,3,1,1
10,24,40,3,1,1
10,24,33,3,1,1
10,24,33,40,1,1
10,24,33,40,3,1
7,30,37,3,25,1
32,30,37,3,25,1
32,7,37,3,25,1
38,22,35,3,40,1
38,35,8,3,40,1
32,7,30,37,25,1
22,35,8,3,40,1
28,16,37,36,5,1
28,19,37,36,5,1
28,19,16,36,5,1
28,19,16,37,5,1
28,19,16,37,36,1
27,31,37,41,1,1
40,31,37,41,1,1
40,27,37,41,1,1
40,27,31,41,1,1
40,27,31,37,1,1
40,27,31,37,41,1
41,37,9,11,16,1
36,37,9,11,16,1
36,41,9,11,16,1
36,41,37,11,16,1
36,41,37,9,16,1
36,41,37,9,11,1
32,7,30,3,25,1
32,7,30,37,3,1
7,5,30,25,3,1
25,23,26,39,5,1
25,23,11,26,5,1
25,23,11,26,39,1
27,40,8,32,25,1
14,40,8,32,25,1
14,27,8,32,25,1
14,27,40,32,25,1
14,27,40,8,25,1
14,27,40,8,32,1
28,31,30,34,35,1
15,31,30,34,35,1
15,28,30,34,35,1
15,28,31,34,35,1
15,28,31,30,35,1
15,28,31,30,34,1
5,30,16,25,3,1
7,30,16,25,3,1
7,5,16,25,3,1
25,23,11,39,5,1
25,11,26,39,5,1
1,23,25,37,38,1
23,11,26,39,5,1
7,23,25,37,38,1
7,1,25,37,38,1
7,1,23,37,38,1
7,1,23,25,38,1
7,1,23,25,37,1
32,6,31,9,10,1
3,6,31,9,10,1
3,32,31,9,10,1
3,32,6,9,10,1
3,32,6,31,10,1
3,32,6,31,9,1
7,42,1,20,36,1
21,42,1,20,36,1
21,7,1,20,36,1
21,7,42,20,36,1
21,7,42,1,36,1
21,7,42,1,20,1
9,42,31,17,38,1
40,9,16,31,32,1
28,7,40,35,18,1
13,12,7,1,21,1
10,37,23,1,36,1
28,38,8,36,29,1
37,38,8,36,29,1
37,28,8,36,29,1
37,28,38,36,29,1
37,28,38,8,29,1
37,28,38,8,36,1
23,12,7,1,21,1
13,23,7,1,21,1
5,9,16,31,32,1
13,23,12,1,21,1
13,23,12,7,21,1
13,23,12,7,1,1
34,42,32,41,15,1
2,42,32,41,15,1
2,34,32,41,15,1
2,34,42,41,15,1
2,34,42,32,15,1
10,37,23,1,38,1
10,37,23,36,38,1
10,37,1,36,38,1
10,23,1,36,38,1
31,14,12,17,39,1
31,14,24,17,39,1
31,14,24,12,39,1
31,14,24,12,17,1
19,23,35,31,28,1
7,23,35,31,28,1
7,19,35,31,28,1
7,19,23,31,28,1
7,19,23,35,28,1
7,19,23,35,31,1
35,21,6,11,8,1
40,21,6,11,8,1
40,35,6,11,8,1
40,35,21,11,8,1
40,35,21,6,8,1
40,35,21,6,11,1
37,23,1,36,38,1
2,34,42,32,41,1
4,2,3,5,21,1
23,2,3,5,21,1
4,9,11,35,10,1
26,20,38,30,22,1
18,20,38,30,22,1
18,26,38,30,22,1
18,26,20,30,22,1
18,26,20,38,22,1
18,26,20,38,30,1
5,17,42,38,22,1
30,17,42,38,22,1
30,5,42,38,22,1
30,5,17,38,22,1
30,5,17,42,22,1
30,5,17,42,38,1
7,40,35,18,30,1
28,40,35,18,30,1
28,7,35,18,30,1
28,7,40,18,30,1
28,7,40,35,30,1
4,9,11,35,13,1
4,9,11,13,10,1
23,4,3,5,21,1
4,9,35,13,10,1
23,4,2,5,21,1
23,4,2,3,21,1
23,4,2,3,5,1
1,15,3,18,23,1
31,15,3,18,23,1
31,1,3,18,23,1
31,1,15,18,23,1
31,1,15,3,23,1
31,1,15,3,18,1
25,34,9,5,36,1
6,34,9,5,36,1
6,25,9,5,36,1
6,25,34,5,36,1
6,25,34,9,36,1
6,25,34,9,5,1
9,11,35,13,10,1
4,11,35,13,10,1
31,24,12,17,39,1
14,24,12,17,39,1
22,28,35,17,30,1
29,24,42,22,28,1
29,24,42,20,22,1
2,23,28,5,33,1
10,23,28,5,33,1
10,2,28,5,33,1
10,2,23,5,33,1
10,2,23,28,33,1
10,2,23,28,5,1
1,24,25,26,33,1
34,24,25,26,33,1
34,1,25,26,33,1
34,1,24,26,33,1
34,1,24,25,33,1
34,1,24,25,26,1
28,10,20,30,32,1
19,10,20,30,32,1
19,28,20,30,32,1
19,28,10,30,32,1
29,24,42,20,28,1
29,24,20,22,28,1
19,28,10,20,30,1
29,42,20,22,28,1
5,40,16,31,32,1
5,40,9,31,32,1
5,40,9,16,32,1
5,40,9,16,31,1
4,7,35,27,29,1
9,7,35,27,29,1
9,4,35,27,29,1
9,4,7,27,29,1
9,4,7,35,29,1
9,4,7,35,27,1
18,26,7,39,4,1
22,26,7,39,4,1
22,18,7,39,4,1
22,18,26,39,4,1
22,18,26,7,4,1
22,18,26,7,39,1
24,42,20,22,28,1
19,28,10,20,32,1
40,38,5,7,22,1
22,28,35,17,29,1
33,9,19,10,1,1
33,9,19,22,10,1
3,23,21,39,26,1
38,23,21,39,26,1
38,3,21,39,26,1
38,3,23,39,26,1
38,3,23,21,26,1
38,3,23,21,39,1
4,36,1,14,20,1
33,36,1,14,20,1
33,4,1,14,20,1
33,4,36,14,20,1
33,4,36,1,20,1
33,4,36,1,14,1
28,35,17,30,29,1
22,35,17,30,29,1
22,28,17,30,29,1
22,28,35,30,29,1
33,9,19,22,1,1
33,9,22,10,1,1
34,38,5,7,22,1
33,19,22,10,1,1
34,40,5,7,22,1
34,40,38,7,22,1
34,40,38,5,22,1
34,40,38,5,7,1
13,4,3,2,5,1
29,4,3,2,5,1
29,13,3,2,5,1
29,13,4,2,5,1
29,13,4,3,5,1
29,13,4,3,2,1
38,19,8,18,22,1
2,19,8,18,22,1
2,38,8,18,22,1
2,38,19,18,22,1
2,38,19,8,22,1
2,38,19,8,18,1
9,19,22,10,1,1
1,7,23,31,42,1
1,7,23,29,31,1
10,16,19,22,25,1
16,18,27,29,31,1
2,9,14,26,27,1
2,9,14,21,27,1
2,9,14,21,26,1
18,27,29,31,32,1
16,27,29,31,32,1
16,18,29,31,32,1
16,18,27,31,32,1
16,18,27,29,32,1
8,14,24,25,30,1
7,29,33,36,39,1
5,14,24,25,30,1
5,8,24,25,30,1
5,8,14,25,30,1
5,8,14,24,30,1
5,8,14,24,25,1
20,33,37,39,42,1
7,33,37,39,42,1
7,20,37,39,42,1
2,9,21,26,27,1
2,14,21,26,27,1
9,14,21,26,27,1
3,22,28,34,35,1
12,21,25,26,27,1
1,21,25,26,27,1
1,12,25,26,27,1
1,12,21,26,27,1
1,12,21,25,27,1
1,12,21,25,26,1
14,19,21,29,33,1
9,19,21,29,33,1
9,14,21,29,33,1
9,14,19,29,33,1
9,14,19,21,33,1
9,14,19,21,29,1
22,28,34,35,36,1
3,28,34,35,36,1
3,22,34,35,36,1
3,22,28,35,36,1
3,22,28,34,36,1
7,20,33,39,42,1
7,20,33,37,42,1
7,20,33,37,39,1
3,10,20,23,24,1
3,10,17,20,24,1
3,10,17,20,23,1
13,24,25,27,34,1
2,24,25,27,34,1
2,13,25,27,34,1
2,13,24,27,34,1
2,13,24,25,34,1
2,13,24,25,27,1
5,14,26,37,39,1
2,14,26,37,39,1
2,5,26,37,39,1
2,5,14,37,39,1
2,5,14,26,39,1
2,5,14,26,37,1
6,16,19,24,41,1
2,16,19,24,41,1
2,6,19,24,41,1
3,10,17,23,24,1
3,17,20,23,24,1
13,16,29,37,41,1
10,17,20,23,24,1
12,16,29,37,41,1
12,13,29,37,41,1
12,13,16,37,41,1
12,13,16,29,41,1
12,13,16,29,37,1
24,25,27,28,29,1
20,25,27,28,29,1
20,24,27,28,29,1
20,24,25,28,29,1
20,24,25,27,29,1
20,24,25,27,28,1
3,8,26,27,36,1
1,8,26,27,36,1
1,3,26,27,36,1
1,3,8,27,36,1
1,3,8,26,36,1
1,3,8,26,27,1
7,29,33,36,38,1
7,29,33,38,39,1
20,21,26,33,40,1
7,11,25,38,39,1
18,24,25,26,40,1
18,20,25,26,40,1
18,20,24,26,40,1
18,20,24,25,40,1
18,20,24,25,26,1
11,25,27,38,39,1
7,25,27,38,39,1
7,11,27,38,39,1
7,11,25,27,39,1
7,29,36,38,39,1
7,11,25,27,38,1
16,17,19,30,39,1
1,17,19,30,39,1
1,16,19,30,39,1
1,16,17,30,39,1
1,16,17,19,39,1
1,16,17,19,30,1
4,7,20,28,35,1
20,24,25,26,40,1
8,18,19,21,23,1
8,18,19,21,40,1
8,18,19,23,40,1
4,5,17,22,38,1
4,5,17,22,31,1
9,26,27,31,39,1
4,26,27,31,39,1
4,9,27,31,39,1
4,9,26,31,39,1
4,9,26,27,39,1
4,9,26,27,31,1
4,6,13,16,28,1
2,6,13,16,28,1
2,4,13,16,28,1
2,4,6,16,28,1
2,4,6,13,28,1
2,4,6,13,16,1
18,19,21,23,40,1
8,19,21,23,40,1
8,18,21,23,40,1
3,7,20,28,35,1
3,4,20,28,35,1
3,4,7,28,35,1
16,34,36,37,42,1
16,30,34,37,42,1
16,30,34,36,42,1
16,30,34,36,37,1
15,18,19,27,40,1
5,18,19,27,40,1
5,15,19,27,40,1
5,15,18,27,40,1
5,15,18,19,40,1
5,15,18,19,27,1
23,24,26,27,34,1
22,24,26,27,34,1
22,23,26,27,34,1
22,23,24,27,34,1
22,23,24,26,34,1
22,23,24,26,27,1
29,33,36,38,39,1
7,33,36,38,39,1
16,30,36,37,42,1
30,34,36,37,42,1
3,4,7,20,35,1
11,12,18,21,36,1
3,4,7,20,28,1
11,17,21,30,36,1
8,17,21,30,36,1
8,11,21,30,36,1
8,11,17,30,36,1
8,11,17,21,36,1
8,11,17,21,30,1
12,14,15,24,40,1
10,14,15,24,40,1
10,12,15,24,40,1
10,12,14,24,40,1
10,12,14,15,40,1
10,12,14,15,24,1
12,18,21,26,36,1
11,18,21,26,36,1
11,12,21,26,36,1
11,12,18,26,36,1
2,6,16,24,41,1
2,6,16,19,41,1
2,6,16,19,24,1
12,17,24,28,29,1
14,24,33,34,37,1
14,24,33,34,35,1
16,19,21,22,23,1
11,19,21,22,23,1
11,16,21,22,23,1
11,16,19,22,23,1
11,16,19,21,23,1
11,16,19,21,22,1
2,17,24,28,29,1
12,15,26,35,36,1
2,12,24,28,29,1
2,12,17,28,29,1
2,12,17,24,29,1
2,12,17,24,28,1
8,25,26,33,36,1
4,25,26,33,36,1
4,8,26,33,36,1
4,8,25,33,36,1
14,24,33,35,37,1
14,24,34,35,37,1
14,33,34,35,37,1
24,33,34,35,37,1
2,10,26,29,40,1
2,5,26,29,40,1
2,5,10,29,40,1
2,5,10,26,40,1
2,5,10,26,29,1
12,21,27,35,42,1
4,21,27,35,42,1
4,12,27,35,42,1
4,12,21,35,42,1
4,12,21,27,42,1
4,12,21,27,35,1
21,22,26,35,41,1
16,22,26,35,41,1
16,21,26,35,41,1
16,21,22,35,41,1
16,21,22,26,41,1
16,21,22,26,35,1
4,8,25,26,36,1
4,8,25,26,33,1
3,7,8,9,30,1
7,19,22,23,39,1
9,10,11,23,26,1
8,10,11,23,26,1
8,9,11,23,26,1
8,9,10,23,26,1
8,9,10,11,26,1
8,9,10,11,23,1
22,25,32,34,37,1
12,25,32,34,37,1
12,22,32,34,37,1
12,22,25,34,37,1
12,22,25,32,37,1
12,22,25,32,34,1
10,16,17,28,37,1
10,19,22,25,29,1
10,16,22,25,29,1
10,16,19,25,29,1
10,16,19,22,29,1
7,19,22,23,33,1
7,19,22,33,39,1
1,3,8,9,30,1
7,19,23,33,39,1
1,3,7,9,30,1
1,3,7,8,30,1
1,3,7,8,9,1
7,8,19,21,29,1
6,8,19,21,29,1
6,7,19,21,29,1
6,7,8,21,29,1
6,7,8,19,29,1
6,7,8,19,21,1
10,26,29,35,40,1
6,26,29,35,40,1
6,10,29,35,40,1
6,10,26,35,40,1
6,10,26,29,40,1
6,10,26,29,35,1
19,22,23,33,39,1
7,22,23,33,39,1
5,10,26,29,40,1
11,15,30,31,32,1
11,15,30,31,40,1
1,15,25,26,35,1
1,15,20,25,35,1
1,15,20,25,26,1
7,14,22,23,36,1
4,14,22,23,36,1
4,7,22,23,36,1
4,7,14,23,36,1
4,7,14,22,36,1
4,7,14,22,23,1
7,17,18,19,40,1
5,17,18,19,40,1
5,7,18,19,40,1
5,7,17,19,40,1
5,7,17,18,40,1
5,7,17,18,19,1
16,24,26,36,42,1
