game_number,day,month,year,ball_1,ball_2,ball_3,ball_4,ball_5,ball_6,super_ball,MEGA_JACK_POT_WINNERS,MEGA_JACK_POT_SUMM,MEGA_PRISE_WINNERS,MEGA_PRISE_SUMM,5_plus_MegaBall_WINNERS,5_plus_MegaBall_SUMM,5_Balls_WINNERS,5_Balls_SUMM,4_plus_MegaBall_WINNERS,4_plus_MegaBall_SUMM,4_Balls_WINNERS,4_Balls_SUMM,3_plus_MegaBall_WINNERS,3_plus_MegaBall_SUMM,3_Balls_WINNERS,3_Balls_SUMM
529,23,9,2006,02,08,17,21,35,41,1,0,1600000,0,0,0,0,14,423,0,0,275,43,0,0,3807,5

530,27,9,2006,02,04,20,23,37,41,4,0,1620000,0,0,0,0,3,2008,0,0,128,94,0,0,2625,5

531,30,9,2006,03,09,12,22,27,30,7,0,1640000,0,0,0,0,7,871,0,0,258,47,0,0,3656,5

532,4,10,2006,03,08,15,21,22,27,2,0,1660000,0,0,0,0,7,850,0,0,237,50,0,0,3346,5

533,7,10,2006,01,05,14,16,19,31,2,0,1680000,0,0,0,0,12,523,0,0,460,27,0,0,5079,5

534,11,10,2006,02,03,24,29,36,38,0,0,1700000,0,0,0,0,5,1269,0,0,190,66,0,0,3356,5

541,4,11,2006,03,12,14,21,26,32,7,0,1840000,0,0,0,0,6,1038,0,0,253,49,0,0,3588,5

542,8,11,2006,02,05,09,23,29,32,6,0,1860000,0,0,0,0,3,2037,0,0,237,51,0,0,3319,5

543,11,11,2006,07,16,21,29,34,42,5,0,1880000,0,0,0,0,14,462,0,0,296,43,0,0,3734,5

544,15,11,2006,01,06,14,25,31,33,0,0,1900000,0,0,0,0,7,880,0,0,283,43,0,0,3763,5

545,18,11,2006,02,10,28,33,34,37,7,0,1920000,0,0,0,0,2,3292,0,0,128,102,0,0,2608,5

546,22,11,2006,06,09,15,19,21,39,8,0,1940000,0,0,0,0,5,1265,0,0,221,57,0,0,3757,5

547,25,11,2006,01,13,14,24,35,41,1,0,1960000,0,0,0,0,8,841,0,0,355,37,0,0,4298,5

548,29,11,2006,18,25,34,37,41,42,0,0,1980000,0,0,0,0,1,6375,0,0,147,86,0,0,2686,5

549,2,12,2006,07,28,30,34,35,42,6,0,2000000,0,0,0,0,1,6963,0,0,229,60,0,0,3070,5

550,6,12,2006,04,10,15,18,21,28,8,0,2020000,0,0,0,0,4,1707,0,0,217,62,0,0,3355,5

551,9,12,2006,04,06,07,19,25,33,8,0,2040000,0,0,0,0,3,2332,0,0,241,58,0,0,3398,5

552,13,12,2006,02,10,14,22,24,36,5,0,2060000,0,0,0,0,1,7050,0,0,318,44,0,0,3926,5

553,16,12,2006,11,12,22,26,40,41,4,0,2080000,0,0,0,0,9,850,0,0,318,48,0,0,4604,5

554,20,12,2006,09,13,16,17,37,41,3,0,2125000,0,0,0,0,3,2394,0,0,273,52,0,0,4089,5

555,23,12,2006,09,12,13,14,25,42,5,0,2150000,0,0,0,0,2,3966,0,0,253,62,0,0,3986,5

556,27,12,2006,13,16,17,18,24,27,4,0,2175000,0,0,0,0,6,1276,0,0,241,63,0,0,3441,5

557,30,12,2006,09,10,16,17,35,38,2,0,2200000,0,0,0,0,3,3010,0,0,240,75,0,0,3755,5

558,3,1,2007,04,13,15,17,20,34,8,0,2225000,0,0,0,0,1,5902,0,0,152,77,0,0,2762,5

559,6,1,2007,09,11,18,25,34,38,9,0,2250000,1,32943,0,0,4,1960,0,0,207,75,0,0,3530,5

560,10,1,2007,05,15,23,38,40,41,7,0,2275000,0,0,0,0,1,7066,0,0,211,66,0,0,3693,5

561,13,1,2007,10,13,17,22,29,32,3,0,2300000,0,0,0,0,6,1337,0,0,287,55,0,0,4162,5

562,17,1,2007,05,07,10,11,14,27,7,0,2325000,0,0,0,0,4,1915,0,0,311,49,0,0,4373,5

563,20,1,2007,08,13,16,22,36,38,1,0,2350000,0,0,0,0,5,1580,0,0,257,61,0,0,4136,5

564,24,1,2007,07,18,21,28,29,30,7,0,2375000,0,0,0,0,7,1090,0,0,271,56,0,0,4408,5

565,27,1,2007,03,15,19,27,30,34,7,0,2375000,0,0,0,0,8,1007,0,0,356,45,0,0,4942,5

566,31,1,2007,04,08,11,19,25,32,9,0,2425000,0,0,0,0,9,838,0,0,283,53,0,0,3813,5

567,3,2,2007,11,16,17,24,35,41,2,0,2450000,0,0,0,0,9,879,0,0,282,56,0,0,4316,5

568,7,2,2007,05,14,23,24,30,42,6,0,2475000,0,0,0,0,3,2712,0,0,309,52,0,0,4467,5

569,10,2,2007,07,14,20,29,34,35,0,0,2500000,0,0,0,0,5,1651,0,0,248,66,0,0,4066,5

570,14,2,2007,01,17,20,21,30,36,0,0,2525000,0,0,0,0,7,1166,0,0,258,63,0,0,4066,5

571,17,2,2007,05,14,19,23,27,29,6,0,2550000,0,0,0,0,11,734,0,0,356,45,0,0,4244,5

572,21,2,2007,03,10,16,18,23,33,0,0,2575000,0,0,0,0,1,7675,0,0,252,60,0,0,4048,5

573,24,2,2007,04,24,30,31,34,41,0,0,2600000,0,0,0,0,3,2675,0,0,280,57,0,0,4097,5

574,28,2,2007,01,09,18,32,33,37,7,0,2625000,0,0,0,0,5,1546,0,0,208,74,0,0,3560,5

575,3,3,2007,05,08,16,32,38,42,1,0,2650000,0,0,0,0,4,2002,0,0,270,59,0,0,4028,5

576,7,3,2007,02,07,13,18,20,24,3,0,2675000,0,0,0,0,12,739,0,0,376,47,0,0,5213,5

577,10,3,2007,02,03,23,33,36,42,5,0,2700000,0,0,0,0,8,958,0,0,281,54,0,0,3851,5

578,14,3,2007,05,08,09,16,36,41,3,0,2725000,0,0,0,0,5,1525,0,0,216,70,0,0,3859,5

579,17,3,2007,11,16,18,26,33,36,1,0,2750000,0,0,0,0,4,2038,0,0,221,73,0,0,4032,5

580,21,3,2007,03,11,25,34,39,42,1,0,2775000,0,0,0,0,5,1579,0,0,277,57,0,0,4149,5

581,24,3,2007,04,06,09,16,25,30,0,0,2800000,0,0,0,0,5,1589,0,0,299,53,0,0,4280,5

582,28,3,2007,04,05,17,28,33,35,8,0,2825000,0,0,0,0,6,1242,0,0,273,54,0,0,4249,5

583,31,3,2007,10,14,15,27,30,41,4,0,2850000,0,0,0,0,10,775,0,0,307,50,0,0,4687,5

584,4,4,2007,14,15,28,29,35,37,6,0,2875000,0,0,0,0,5,1478,0,0,211,70,0,0,3574,5

585,7,4,2007,12,20,30,36,40,42,7,0,2900000,0,0,0,0,6,1392,0,0,379,44,0,0,5146,5

586,11,4,2007,02,03,10,14,17,42,0,0,2925000,0,0,0,0,4,1774,0,0,246,57,0,0,4176,5

587,14,4,2007,04,14,22,23,27,40,1,0,2950000,0,0,0,0,9,855,0,0,293,52,0,0,3886,5

588,18,4,2007,09,12,20,21,24,27,3,0,2975000,0,0,0,0,4,2010,0,0,237,67,0,0,4045,5

589,21,4,2007,13,18,30,33,38,40,7,0,3000000,0,0,0,0,6,1323,0,0,278,57,0,0,4143,5

590,25,4,2007,21,28,34,35,39,42,1,0,3025000,0,0,0,0,6,1387,0,0,312,53,0,0,4178,5

591,28,4,2007,05,08,20,29,31,42,2,0,3050000,0,0,0,0,8,1031,0,0,292,56,0,0,4624,5

592,2,5,2007,05,19,22,23,26,41,0,0,3075000,0,0,0,0,4,1631,0,0,242,53,0,0,3658,5

593,5,5,2007,08,09,11,15,19,32,4,0,3100000,0,0,0,0,8,893,0,0,463,36,0,0,4813,5

594,9,5,2007,04,12,21,26,38,42,5,0,3125000,0,0,0,0,5,1552,0,0,254,61,0,0,3763,5

595,12,5,2007,01,09,22,24,35,40,4,0,3150000,0,0,0,0,9,941,0,0,268,63,0,0,4460,5

596,16,5,2007,04,08,09,15,35,42,3,0,3175000,0,0,0,0,5,1541,0,0,379,40,0,0,3995,5

597,19,5,2007,02,18,26,32,36,41,5,0,3200000,0,0,0,0,2,4066,0,0,275,59,0,0,4260,5

598,23,5,2007,08,25,26,27,30,38,2,0,3225000,0,0,0,0,4,1821,0,0,181,80,0,0,2775,5

599,26,5,2007,02,05,25,27,34,39,0,0,3250000,0,0,0,0,4,1916,0,0,222,69,0,0,3440,5

600,30,5,2007,08,11,17,18,27,32,2,0,3275000,0,0,0,0,3,2348,0,0,228,61,0,0,3664,5

601,2,6,2007,13,14,17,18,22,34,9,0,3300000,0,0,0,0,0,0,0,0,214,108,0,0,3559,5

602,6,6,2007,01,09,17,28,30,42,9,0,3325000,0,0,0,0,4,1896,0,0,309,49,0,0,4467,5

603,10,6,2007,05,19,24,26,28,33,5,0,3350000,0,0,0,0,8,994,0,0,196,81,0,0,3852,5

604,13,6,2007,11,21,22,28,33,35,1,0,3375000,0,0,0,0,4,1915,0,0,192,79,0,0,3651,5

605,16,6,2007,01,03,05,12,29,37,7,0,3400000,0,0,0,0,5,1557,0,0,272,57,0,0,4618,5

606,20,6,2007,05,07,12,24,37,39,0,0,3425000,0,0,0,0,4,1884,0,0,298,50,0,0,3788,5

607,23,6,2007,04,16,34,37,39,42,0,0,3450000,0,0,0,0,7,1167,0,0,218,74,0,0,3869,5

608,27,6,2007,05,06,20,25,26,38,6,0,3475000,0,0,0,0,3,2546,0,0,225,67,0,0,4042,5

609,30,6,2007,04,06,10,11,33,36,7,0,4100000,0,0,0,0,5,1565,0,0,264,59,0,0,3952,5

610,4,7,2007,08,16,18,29,32,37,2,0,4125000,0,0,0,0,1,8135,0,0,248,65,0,0,3924,5

611,7,7,2007,03,13,19,21,22,30,6,0,4150000,0,0,0,0,9,1075,0,0,411,47,0,0,5954,5

612,11,7,2007,14,21,24,25,31,35,8,0,4175000,0,0,0,0,15,571,0,0,400,42,0,0,4821,5

613,14,7,2007,01,03,28,29,31,36,3,0,4200000,0,0,0,0,5,1781,0,0,212,84,0,0,3906,5

614,18,7,2007,21,24,25,35,37,40,5,0,4225000,0,0,0,0,7,1164,0,0,236,69,0,0,3512,5

615,21,7,2007,04,18,19,27,32,35,0,0,4250000,0,0,0,0,2,4137,0,0,227,72,0,0,3756,5

616,25,7,2007,02,12,31,34,35,38,6,0,4275000,0,0,0,0,3,2692,0,0,212,76,0,0,3677,5

617,28,7,2007,01,09,10,18,26,37,4,0,4400000,0,0,0,0,6,1458,0,0,255,68,0,0,4188,5

618,1,8,2007,04,05,06,18,40,41,6,0,4425000,1,34226,0,0,3,2716,0,0,207,78,0,0,3854,5

619,4,8,2007,05,26,32,34,36,37,4,0,200000,0,0,0,0,1,6562,0,0,186,70,0,0,2740,5

620,9,8,2007,06,10,15,16,19,32,2,0,225000,0,0,0,0,3,2094,0,0,148,84,0,0,2807,5

621,11,8,2007,04,08,09,32,34,40,8,0,250000,0,0,0,0,5,1304,0,0,157,83,0,0,2829,5

622,15,8,2007,03,08,15,18,27,34,6,0,275000,0,0,0,0,6,1053,0,0,235,53,0,0,3349,5

623,18,8,2007,09,10,25,26,34,40,7,0,300000,0,0,0,0,4,1675,0,0,177,75,0,0,2863,5

624,22,8,2007,05,24,27,28,36,41,0,0,325000,0,0,0,0,5,1240,0,0,188,66,0,0,3361,5

625,25,8,2007,03,14,15,26,39,42,9,0,350000,0,0,0,0,6,1021,0,0,272,45,0,0,3789,5

626,29,8,2007,01,06,20,26,33,34,0,0,375000,0,0,0,0,5,1270,0,0,169,75,0,0,2688,5

627,1,9,2007,02,07,12,19,22,33,5,0,400000,0,0,0,0,10,651,0,0,341,38,0,0,4574,5

628,5,9,2007,02,08,26,33,36,39,6,0,425000,0,0,0,0,2,3242,0,0,176,73,0,0,2895,5

629,8,9,2007,18,19,29,31,33,39,8,0,450000,0,0,0,0,3,2249,0,0,182,74,0,0,2869,5

630,12,9,2007,03,09,13,19,32,35,1,0,475000,1,28037,0,0,7,953,0,0,222,60,0,0,3747,5

631,15,9,2007,09,13,14,17,33,39,2,0,500000,0,0,0,0,3,2302,0,0,232,59,0,0,3521,5

632,19,9,2007,12,15,19,22,35,37,6,0,525000,0,0,0,0,4,1651,0,0,177,74,0,0,3208,5

633,22,9,2007,06,10,14,17,18,25,5,0,550000,0,0,0,0,3,2350,0,0,216,65,0,0,3394,5

634,26,9,2007,06,09,25,30,31,39,5,0,575000,0,0,0,0,5,856,0,0,211,64,0,0,3043,5

635,29,9,2007,27,29,33,34,38,40,8,0,600000,0,0,0,0,2,3526,0,0,194,72,0,0,3589,5

636,3,10,2007,13,21,25,31,35,41,6,0,625000,0,0,0,0,7,974,0,0,283,48,0,0,3718,5

637,6,10,2007,08,15,24,32,34,37,2,0,650000,0,0,0,0,12,581,0,0,259,53,0,0,3625,5

638,10,10,2007,10,17,32,34,38,41,9,0,675000,0,0,0,0,1,6874,0,0,166,82,0,0,2754,5

639,13,10,2007,03,04,14,16,23,35,0,0,700000,0,0,0,0,7,999,0,0,280,49,0,0,4552,5

640,17,10,2007,04,08,11,24,25,34,5,0,725000,0,0,0,0,3,2195,0,0,226,58,0,0,3565,5

641,20,10,2007,03,06,14,15,28,31,1,0,750000,0,0,0,0,4,1865,0,0,237,62,0,0,3855,5

642,24,10,2007,01,06,14,18,30,36,5,0,775000,0,0,0,0,5,1394,0,0,281,49,0,0,3848,5

643,27,10,2007,01,02,10,11,18,23,2,0,800000,0,0,0,0,1,7160,0,0,225,63,0,0,3391,5

644,31,10,2007,10,14,19,39,41,42,7,0,825000,0,0,0,0,8,873,0,0,273,51,0,0,3818,5

645,3,11,2007,04,22,33,34,36,41,1,0,850000,0,0,0,0,4,1831,0,0,217,67,0,0,3667,5

646,7,11,2007,03,14,23,36,37,42,2,0,875000,0,0,0,0,3,2327,0,0,269,51,0,0,3600,5

647,10,11,2007,02,08,09,14,34,38,2,0,900000,0,0,0,0,2,3686,0,0,267,55,0,0,3895,5

648,14,11,2007,02,07,22,28,33,39,5,0,925000,0,0,0,0,8,892,0,0,269,53,0,0,3746,5

649,17,11,2007,02,06,11,12,16,20,8,0,950000,0,0,0,0,3,2544,0,0,237,64,0,0,4018,5

650,21,11,2007,08,09,20,24,30,34,8,0,975000,0,0,0,0,5,1456,0,0,205,71,0,0,3781,5

651,24,11,2007,08,12,13,22,32,42,4,0,1000000,0,0,0,0,8,961,0,0,277,55,0,0,3874,5

652,28,11,2007,04,15,23,27,31,33,5,0,1025000,0,0,0,0,4,1844,0,0,264,55,0,0,4249,5

653,1,12,2007,04,12,19,20,23,38,3,0,1050000,0,0,0,0,7,1132,0,0,257,61,0,0,3374,5

654,5,12,2007,11,26,28,33,38,41,3,0,1075000,0,0,0,0,4,2052,0,0,257,63,0,0,3941,5

655,8,12,2007,06,13,20,25,39,42,6,0,1100000,0,0,0,0,10,796,0,0,317,50,0,0,4099,5

656,12,12,2007,05,06,09,24,25,35,8,0,1125000,0,0,0,0,9,866,0,0,334,46,0,0,4926,5

657,15,12,2007,09,28,32,38,39,40,4,0,1150000,0,0,0,0,2,4001,0,0,159,100,0,0,3134,5

658,19,12,2007,09,12,15,27,28,32,0,0,1175000,0,0,0,0,7,1132,0,0,217,73,0,0,3717,5

659,22,12,2007,06,09,10,19,37,38,3,0,1200000,0,0,0,0,6,1384,0,0,215,77,0,0,3674,5

660,27,12,2007,09,16,20,25,39,42,7,0,1225000,0,0,0,0,6,1371,0,0,244,67,0,0,4112,5

661,29,12,2007,07,09,13,22,34,35,9,0,1250000,0,0,0,0,6,1618,0,0,317,61,0,0,5091,5

662,2,1,2008,11,20,26,28,38,42,8,0,1275000,0,0,0,0,2,3009,0,0,164,73,0,0,2660,5

663,5,1,2008,03,04,09,16,17,19,0,0,1300000,0,0,0,0,5,1483,0,0,211,70,0,0,3909,5

664,9,1,2008,01,04,14,24,36,42,7,0,1325000,0,0,0,0,3,2264,0,0,241,56,0,0,4065,5

665,12,1,2008,10,15,16,18,20,39,1,0,1350000,0,0,0,0,5,1607,0,0,228,70,0,0,3712,5

666,16,1,2008,10,15,17,33,35,42,7,0,1375000,0,0,0,0,2,4078,0,0,236,69,0,0,3983,5

667,19,1,2008,09,13,14,26,33,38,0,0,1400000,0,0,0,0,7,1196,0,0,343,48,0,0,4829,5

668,23,1,2008,06,12,24,28,31,34,9,0,1425000,1,33902,0,0,7,1153,0,0,346,46,0,0,4570,5

669,27,1,2008,02,10,12,20,29,30,5,0,1450000,0,0,0,0,10,860,0,0,335,51,0,0,5022,5

670,30,1,2008,01,10,11,13,36,42,7,0,1475000,0,0,0,0,4,2053,0,0,234,70,0,0,4029,5

671,2,2,2008,06,07,13,20,24,26,0,0,1500000,0,0,0,0,8,1080,0,0,306,56,0,0,4386,5

672,6,2,2008,01,10,19,26,27,41,4,0,1525000,0,0,0,0,8,1079,0,0,216,79,0,0,3749,5

673,10,2,2008,04,07,10,21,32,38,8,0,1550000,0,0,0,0,12,730,0,0,306,57,0,0,4559,5

674,13,2,2008,02,19,26,30,34,35,5,0,1575000,0,0,0,0,3,2916,0,0,236,74,0,0,3958,5

675,17,2,2008,05,14,16,30,35,42,3,0,1600000,0,0,0,0,20,443,0,0,384,46,0,0,4949,5

676,20,2,2008,05,10,12,16,29,31,6,0,1625000,0,0,0,0,7,1253,0,0,281,62,0,0,4055,5

677,23,2,2008,20,25,29,31,34,41,5,0,1650000,0,0,0,0,4,2188,0,0,277,63,0,0,3929,5

678,27,2,2008,11,14,15,20,23,42,6,0,1675000,0,0,0,0,3,2796,0,0,277,60,0,0,4972,5

679,1,3,2008,12,13,16,17,32,42,0,0,1700000,0,0,0,0,6,1479,0,0,230,77,0,0,3978,5

680,5,3,2008,04,27,30,34,38,39,4,0,1725000,0,0,0,0,6,1484,0,0,245,72,0,0,4143,5

681,8,3,2008,05,08,09,17,24,38,0,0,1750000,0,0,0,0,8,1088,0,0,311,56,0,0,4987,5

682,12,3,2008,04,09,11,25,32,34,4,0,1775000,0,0,0,0,6,1399,0,0,288,58,0,0,4104,5

683,15,3,2008,10,12,13,17,24,26,3,0,1800000,0,0,0,0,9,1011,0,0,354,51,0,0,4586,5

684,19,3,2008,04,14,22,27,33,41,7,0,1825000,0,0,0,0,5,1779,0,0,352,50,0,0,4974,5

685,22,3,2008,07,11,17,27,32,40,9,0,1850000,0,0,0,0,14,648,0,0,351,51,0,0,4912,5

686,26,3,2008,03,16,21,32,35,38,5,0,1875000,0,0,0,0,8,1083,0,0,329,52,0,0,4541,5

687,29,3,2008,09,10,14,15,29,39,7,0,1900000,0,0,0,0,8,1119,0,0,464,38,0,0,5608,5

688,2,4,2008,04,06,19,25,41,42,2,0,1925000,0,0,0,0,4,2170,0,0,311,55,0,0,5028,5

689,5,4,2008,02,10,13,17,21,32,6,0,1950000,0,0,0,0,13,712,0,0,323,57,0,0,5012,5

690,9,4,2008,02,05,21,31,32,41,0,0,1975000,0,0,0,0,7,1294,0,0,225,80,0,0,4237,5

691,12,4,2008,02,08,20,36,38,40,1,0,2000000,0,0,0,0,7,1277,0,0,267,66,0,0,4264,5

692,16,4,2008,01,02,03,27,28,31,4,0,2025000,0,0,0,0,2,4497,0,0,251,71,0,0,4059,5

693,19,4,2008,02,18,23,24,28,35,8,0,2050000,0,0,0,0,10,919,0,0,283,64,0,0,4785,5

694,23,4,2008,04,15,17,26,29,33,6,0,2075000,0,0,0,0,9,967,0,0,360,48,0,0,5041,5

695,26,4,2008,09,11,13,27,32,37,1,0,2100000,0,0,0,0,6,1599,0,0,388,49,0,0,5832,5

696,30,4,2008,17,19,33,37,38,39,3,0,2125000,0,0,0,0,3,2758,0,0,232,71,0,0,3965,5

697,3,5,2008,08,10,15,31,34,38,6,0,2150000,0,0,0,0,7,1120,0,0,213,73,0,0,3826,5

698,7,5,2008,06,24,28,35,37,42,5,0,2175000,0,0,0,0,8,1076,0,0,290,59,0,0,4470,5

699,10,5,2008,01,10,26,28,29,42,5,0,2200000,0,0,0,0,4,2075,0,0,236,70,0,0,3796,5

700,15,5,2008,01,07,18,29,32,38,3,0,2225000,0,0,0,0,3,2990,0,0,227,79,0,0,3683,5

701,17,5,2008,04,17,19,29,35,41,1,0,2250000,0,0,0,0,7,1303,0,0,313,58,0,0,4869,5

702,21,5,2008,03,15,17,28,32,39,1,0,2275000,0,0,0,0,6,1477,0,0,264,67,0,0,4447,5

703,24,5,2008,02,07,10,19,40,42,9,0,2300000,0,0,0,0,4,2235,0,0,321,55,0,0,4936,5

704,28,5,2008,16,17,19,27,28,34,0,0,2325000,0,0,0,0,2,4321,0,0,227,76,0,0,3949,5

705,31,5,2008,02,04,23,32,34,40,1,0,2350000,0,0,0,0,9,1022,0,0,236,77,0,0,4203,5

706,4,6,2008,09,16,18,29,35,38,6,0,5000000,0,0,0,0,4,2984,0,0,184,129,0,0,3112,5

707,7,6,2008,02,05,11,25,27,28,7,0,5025000,0,0,0,0,3,3896,0,0,211,110,0,0,3045,5


709,14,6,2008,01,15,19,21,26,32,8,0,5075000,0,0,0,0,3,3481,0,0,211,98,0,0,2691,5

710,18,6,2008,06,13,21,24,31,40,5,0,5100000,0,0,0,0,6,1606,0,0,190,101,0,0,2715,5

711,21,6,2008,04,06,23,26,32,33,7,0,5125000,0,0,0,0,3,3297,0,0,109,181,0,0,2218,5

712,25,6,2008,03,06,15,16,17,41,4,0,5150000,0,0,0,0,4,2414,0,0,120,160,0,0,2250,5

713,28,6,2008,03,08,09,13,28,34,0,0,5175000,0,0,0,0,1,9326,0,0,170,109,0,0,2516,5

714,2,7,2008,12,21,22,29,30,33,9,0,5200000,0,0,0,0,5,1877,0,0,206,91,0,0,3300,5

715,5,7,2008,18,24,28,33,34,41,6,0,5225000,0,0,0,0,4,2483,0,0,143,138,0,0,2274,5

716,9,7,2008,06,08,10,14,17,18,6,0,5250000,0,0,0,0,7,1350,0,0,164,115,0,0,2260,5

717,12,7,2008,11,18,20,22,34,39,7,0,5275000,0,0,0,0,4,2483,0,0,139,142,0,0,2516,5

718,16,7,2008,02,14,16,21,36,41,7,0,5300000,0,0,0,0,0,0,0,0,192,146,0,0,2601,5

719,19,7,2008,13,19,23,26,31,35,2,0,5325000,0,0,0,0,2,4859,0,0,206,94,0,0,2879,5

720,23,7,2008,17,31,33,37,39,40,5,0,5350000,0,0,0,0,2,4719,0,0,132,143,0,0,2106,5

721,26,7,2008,05,10,18,23,32,33,1,0,5375000,0,0,0,0,3,3240,0,0,154,126,0,0,2362,5

722,30,7,2008,11,16,18,20,31,36,2,0,5400000,0,0,0,0,3,3004,0,0,103,175,0,0,2047,5

723,2,8,2008,08,11,13,18,27,40,1,0,5425000,0,0,0,0,1,9712,0,0,167,116,0,0,2392,5

724,6,8,2008,09,18,19,25,30,42,2,0,5450000,0,0,0,0,11,863,0,0,233,81,0,0,3241,5

725,9,8,2008,06,08,14,19,23,41,4,0,5475000,0,0,0,0,5,2098,0,0,190,110,0,0,2857,5

726,13,8,2008,06,08,10,18,24,38,1,0,5500000,0,0,0,0,6,1636,0,0,147,133,0,0,2195,5

727,16,8,2008,04,07,14,17,25,38,5,0,5525000,0,0,0,0,4,2408,0,0,209,92,0,0,2825,5

728,20,8,2008,05,08,09,12,19,27,8,0,5550000,0,0,0,0,7,1308,0,0,161,113,0,0,2798,5

729,23,8,2008,17,20,23,28,33,34,6,0,5575000,0,0,0,0,2,4748,0,0,168,112,0,0,2561,5

730,27,8,2008,01,09,15,25,28,40,8,0,5600000,0,0,0,0,4,2225,0,0,157,113,0,0,2380,5

731,30,8,2008,13,21,24,29,41,42,8,0,5625000,0,0,0,0,2,4716,0,0,222,84,0,0,2951,5

732,3,9,2008,03,07,28,33,40,41,5,0,5650000,0,0,0,0,5,1864,0,0,163,114,0,0,2629,5

733,6,9,2008,04,12,32,38,40,42,5,0,5675000,0,0,0,0,6,1605,0,0,166,116,0,0,2398,5

734,10,9,2008,01,05,07,10,23,37,9,0,5700000,0,0,0,0,3,3092,0,0,143,129,0,0,2408,5

735,13,9,2008,01,17,18,21,39,42,1,0,5725000,0,0,0,0,3,3241,0,0,160,121,0,0,2490,5

736,18,9,2008,03,05,17,18,31,36,2,0,5750000,0,0,0,0,4,2314,0,0,155,119,0,0,2444,5

737,20,9,2008,11,17,19,22,25,36,5,0,5775000,0,0,0,0,3,3220,0,0,177,109,0,0,2626,5

738,24,9,2008,04,12,14,15,36,37,0,0,5800000,0,0,0,0,5,1835,0,0,116,158,0,0,1972,5

739,27,9,2008,03,04,06,11,25,34,9,0,0,0,0,0,0,5,1940,0,0,147,132,0,0,2342,5

740,1,10,2008,09,16,20,23,36,39,6,0,5850000,0,0,0,0,0,0,0,0,159,169,0,0,2588,5

741,4,10,2008,01,09,11,13,34,37,6,0,5875000,0,0,0,0,2,4737,0,0,122,155,0,0,2143,5

742,8,10,2008,06,07,22,29,32,36,3,0,5900000,0,0,0,0,3,3145,0,0,135,139,0,0,2153,5

743,11,10,2008,06,12,13,22,27,30,3,0,5925000,0,0,0,0,2,4917,0,0,181,108,0,0,2575,5

744,15,10,2008,01,12,27,29,33,41,6,0,5950000,0,0,0,0,3,3085,0,0,140,132,0,0,2136,5

745,19,10,2008,04,21,25,27,29,38,3,0,5975000,0,0,0,0,4,2396,0,0,171,112,0,0,2252,5

746,22,10,2008,03,10,13,17,33,42,8,0,6000000,0,0,0,0,10,940,0,0,236,79,0,0,3124,5

747,25,10,2008,10,16,29,35,38,42,6,0,6025000,0,0,0,0,1,9700,0,0,168,115,0,0,2301,5

748,29,10,2008,08,15,19,27,28,34,6,0,6050000,0,0,0,0,3,3099,0,0,222,83,0,0,2937,5

749,1,11,2008,05,18,21,25,33,37,7,0,6075000,0,0,0,0,2,4738,0,0,200,94,0,0,2740,5

750,5,11,2008,10,14,23,29,32,37,1,0,6100000,0,0,0,0,2,4753,0,0,133,142,0,0,2156,5

751,8,11,2008,11,18,21,29,31,33,5,0,6125000,0,0,0,0,3,3325,0,0,206,96,0,0,2720,5

752,13,11,2008,05,07,19,27,32,38,1,0,6150000,0,0,0,0,5,1935,0,0,156,124,0,0,2456,5

753,16,11,2008,03,06,19,24,37,40,5,0,6175000,0,0,0,0,2,4957,0,0,176,112,0,0,2448,5

754,19,11,2008,02,05,15,18,38,40,2,0,6200000,0,0,0,0,2,4731,0,0,151,125,0,0,2485,5

755,23,11,2008,10,24,25,28,35,42,1,0,6225000,0,0,0,0,1,10131,0,0,150,135,0,0,2606,5

756,26,11,2008,07,13,17,30,31,42,2,0,6250000,0,0,0,0,2,4661,0,0,185,100,0,0,2829,5

757,29,11,2008,04,07,16,18,30,37,2,0,6275000,0,0,0,0,4,2498,0,0,135,148,0,0,2234,5

758,3,12,2008,01,14,20,28,31,40,3,0,6300000,0,0,0,0,5,1972,0,0,163,121,0,0,2346,5

759,6,12,2008,17,26,35,37,39,40,2,0,6325000,0,0,0,0,4,2564,0,0,146,140,0,0,2363,5

760,10,12,2008,04,08,09,21,34,36,7,0,6350000,0,0,0,0,9,1041,0,0,247,75,0,0,2926,5

761,13,12,2008,08,19,25,33,39,40,3,0,6375000,0,0,0,0,0,0,0,0,144,201,0,0,2555,5

762,17,12,2008,07,15,25,30,32,34,1,0,6400000,0,0,0,0,1,9016,0,0,158,114,0,0,2399,5

763,20,12,2008,10,19,22,23,31,32,7,0,6425000,0,0,0,0,2,4744,0,0,151,125,0,0,2336,5

764,24,12,2008,02,14,15,21,25,37,1,0,0,6,0,0,0,5,3,0,0,4,146,0,0,3,2293

